names	abundances	samples	treatments
M00967_43_000000000-A3JHG_1_1107_19088_18601	7	F3D142	Late
M00967_43_000000000-A3JHG_1_1107_19088_18601	3	F3D143	Late
M00967_43_000000000-A3JHG_1_1107_19088_18601	5	F3D144	Late
M00967_43_000000000-A3JHG_1_1107_19088_18601	3	F3D145	Late
M00967_43_000000000-A3JHG_1_1107_19088_18601	20	F3D146	Late
M00967_43_000000000-A3JHG_1_1107_19088_18601	22	F3D147	Late
M00967_43_000000000-A3JHG_1_1107_19088_18601	6	F3D148	Late
M00967_43_000000000-A3JHG_1_1107_19088_18601	14	F3D149	Late
M00967_43_000000000-A3JHG_1_1107_19088_18601	6	F3D150	Late
M00967_43_000000000-A3JHG_1_1107_19088_18601	37	F3D2	Early
M00967_43_000000000-A3JHG_1_1107_19088_18601	7	F3D3	Early
M00967_43_000000000-A3JHG_1_1107_19088_18601	5	F3D5	Early
M00967_43_000000000-A3JHG_1_1107_19088_18601	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1107_19088_18601	7	F3D8	Early
M00967_43_000000000-A3JHG_1_1107_19088_18601	14	F3D9	Early
M00967_43_000000000-A3JHG_1_1105_25210_11850	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1101_13609_10025	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2102_23398_14571	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1111_24385_9596	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1111_24385_9596	2	F3D7	Early
M00967_43_000000000-A3JHG_1_2103_20332_24524	37	F3D0	Early
M00967_43_000000000-A3JHG_1_2103_20332_24524	52	F3D1	Early
M00967_43_000000000-A3JHG_1_2103_20332_24524	45	F3D141	Late
M00967_43_000000000-A3JHG_1_2103_20332_24524	4	F3D142	Late
M00967_43_000000000-A3JHG_1_2103_20332_24524	9	F3D143	Late
M00967_43_000000000-A3JHG_1_2103_20332_24524	37	F3D144	Late
M00967_43_000000000-A3JHG_1_2103_20332_24524	32	F3D145	Late
M00967_43_000000000-A3JHG_1_2103_20332_24524	17	F3D146	Late
M00967_43_000000000-A3JHG_1_2103_20332_24524	137	F3D147	Late
M00967_43_000000000-A3JHG_1_2103_20332_24524	102	F3D148	Late
M00967_43_000000000-A3JHG_1_2103_20332_24524	131	F3D149	Late
M00967_43_000000000-A3JHG_1_2103_20332_24524	19	F3D150	Late
M00967_43_000000000-A3JHG_1_2103_20332_24524	29	F3D2	Early
M00967_43_000000000-A3JHG_1_2103_20332_24524	113	F3D3	Early
M00967_43_000000000-A3JHG_1_2103_20332_24524	7	F3D5	Early
M00967_43_000000000-A3JHG_1_2103_20332_24524	26	F3D6	Early
M00967_43_000000000-A3JHG_1_2103_20332_24524	34	F3D7	Early
M00967_43_000000000-A3JHG_1_2103_20332_24524	108	F3D8	Early
M00967_43_000000000-A3JHG_1_2103_20332_24524	22	F3D9	Early
M00967_43_000000000-A3JHG_1_1107_11517_8173	1	F3D143	Late
M00967_43_000000000-A3JHG_1_2110_27146_22098	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2111_7971_11807	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1112_10568_25353	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2109_25240_9047	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1112_15323_28130	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1112_15323_28130	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1112_15323_28130	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1112_15323_28130	7	F3D149	Late
M00967_43_000000000-A3JHG_1_1112_15323_28130	2	F3D150	Late
M00967_43_000000000-A3JHG_1_1111_12315_7486	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1103_13340_15811	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1108_23570_6782	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1108_23570_6782	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1101_7373_14922	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1113_15937_19783	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2112_2702_12868	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2101_16354_15467	2	F3D3	Early
M00967_43_000000000-A3JHG_1_1101_8786_10844	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2114_20216_27116	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2105_18816_26393	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1106_19006_23053	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1106_14254_12461	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1110_19955_4235	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2108_10602_19971	2	F3D149	Late
M00967_43_000000000-A3JHG_1_2111_17688_14654	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2112_15899_17037	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2110_24314_8984	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1112_26033_17779	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2113_9492_17806	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1111_14408_20028	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2111_12367_24198	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2107_19676_23496	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2107_19676_23496	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1103_16201_28240	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1103_16201_28240	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2101_20164_2274	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2111_16323_3522	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1108_15903_3841	10	F3D0	Early
M00967_43_000000000-A3JHG_1_1108_15903_3841	7	F3D2	Early
M00967_43_000000000-A3JHG_1_2104_24158_9277	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2104_24158_9277	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2104_24158_9277	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2104_24158_9277	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1110_18344_10035	2	F3D142	Late
M00967_43_000000000-A3JHG_1_1110_18344_10035	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1110_18344_10035	4	F3D148	Late
M00967_43_000000000-A3JHG_1_1110_18344_10035	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1111_12107_16431	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1109_19298_22709	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1101_11035_15765	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2110_27183_12779	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1111_8697_7063	78	F3D0	Early
M00967_43_000000000-A3JHG_1_1111_8697_7063	95	F3D141	Late
M00967_43_000000000-A3JHG_1_1111_8697_7063	45	F3D142	Late
M00967_43_000000000-A3JHG_1_1111_8697_7063	35	F3D143	Late
M00967_43_000000000-A3JHG_1_1111_8697_7063	98	F3D144	Late
M00967_43_000000000-A3JHG_1_1111_8697_7063	104	F3D145	Late
M00967_43_000000000-A3JHG_1_1111_8697_7063	34	F3D146	Late
M00967_43_000000000-A3JHG_1_1111_8697_7063	273	F3D147	Late
M00967_43_000000000-A3JHG_1_1111_8697_7063	246	F3D148	Late
M00967_43_000000000-A3JHG_1_1111_8697_7063	162	F3D149	Late
M00967_43_000000000-A3JHG_1_1111_8697_7063	29	F3D150	Late
M00967_43_000000000-A3JHG_1_1111_8697_7063	15	F3D2	Early
M00967_43_000000000-A3JHG_1_1111_8697_7063	22	F3D3	Early
M00967_43_000000000-A3JHG_1_1111_8697_7063	29	F3D5	Early
M00967_43_000000000-A3JHG_1_1111_8697_7063	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1111_8697_7063	6	F3D8	Early
M00967_43_000000000-A3JHG_1_2110_23128_22332	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1106_17225_7144	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2111_25105_17913	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1101_11348_22601	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1101_11348_22601	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2109_25048_7479	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2108_7645_19778	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1109_6745_17470	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1103_22654_26891	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1114_23025_24395	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2113_15802_4098	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2106_6366_20022	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1113_26517_18281	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1111_7157_8555	3	F3D0	Early
M00967_43_000000000-A3JHG_1_1111_7157_8555	6	F3D1	Early
M00967_43_000000000-A3JHG_1_1111_7157_8555	3	F3D141	Late
M00967_43_000000000-A3JHG_1_1111_7157_8555	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1111_7157_8555	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1111_7157_8555	3	F3D146	Late
M00967_43_000000000-A3JHG_1_1111_7157_8555	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1111_7157_8555	3	F3D148	Late
M00967_43_000000000-A3JHG_1_1111_7157_8555	8	F3D149	Late
M00967_43_000000000-A3JHG_1_1111_7157_8555	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1111_7157_8555	7	F3D2	Early
M00967_43_000000000-A3JHG_1_1111_7157_8555	4	F3D3	Early
M00967_43_000000000-A3JHG_1_1111_7157_8555	8	F3D5	Early
M00967_43_000000000-A3JHG_1_1111_7157_8555	2	F3D6	Early
M00967_43_000000000-A3JHG_1_1111_7157_8555	2	F3D7	Early
M00967_43_000000000-A3JHG_1_1111_7157_8555	12	F3D8	Early
M00967_43_000000000-A3JHG_1_1111_7157_8555	9	F3D9	Early
M00967_43_000000000-A3JHG_1_2101_20223_25753	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2108_18841_25194	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2108_18841_25194	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2108_18841_25194	3	F3D148	Late
M00967_43_000000000-A3JHG_1_2108_18841_25194	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2108_18841_25194	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2108_18841_25194	2	F3D8	Early
M00967_43_000000000-A3JHG_1_2108_18841_25194	4	F3D9	Early
M00967_43_000000000-A3JHG_1_2104_17794_25042	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1112_17857_20330	5	F3D6	Early
M00967_43_000000000-A3JHG_1_2112_25758_22797	3	F3D146	Late
M00967_43_000000000-A3JHG_1_2112_25758_22797	4	F3D2	Early
M00967_43_000000000-A3JHG_1_1107_14488_13179	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2101_16339_18404	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1105_22581_18347	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1114_28031_16211	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2114_20048_11075	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2104_12560_11750	8	F3D0	Early
M00967_43_000000000-A3JHG_1_2104_12560_11750	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2104_12560_11750	8	F3D141	Late
M00967_43_000000000-A3JHG_1_2104_12560_11750	5	F3D142	Late
M00967_43_000000000-A3JHG_1_2104_12560_11750	4	F3D143	Late
M00967_43_000000000-A3JHG_1_2104_12560_11750	4	F3D144	Late
M00967_43_000000000-A3JHG_1_2104_12560_11750	6	F3D145	Late
M00967_43_000000000-A3JHG_1_2104_12560_11750	9	F3D146	Late
M00967_43_000000000-A3JHG_1_2104_12560_11750	4	F3D147	Late
M00967_43_000000000-A3JHG_1_2104_12560_11750	12	F3D148	Late
M00967_43_000000000-A3JHG_1_2104_12560_11750	18	F3D149	Late
M00967_43_000000000-A3JHG_1_2104_12560_11750	6	F3D150	Late
M00967_43_000000000-A3JHG_1_2104_12560_11750	3	F3D2	Early
M00967_43_000000000-A3JHG_1_2104_12560_11750	1	F3D3	Early
M00967_43_000000000-A3JHG_1_2104_12560_11750	4	F3D5	Early
M00967_43_000000000-A3JHG_1_2104_12560_11750	5	F3D9	Early
M00967_43_000000000-A3JHG_1_2103_23355_23413	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2102_17280_15307	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1112_27130_19681	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2108_16914_2576	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1113_18644_24962	60	F3D0	Early
M00967_43_000000000-A3JHG_1_1113_18644_24962	48	F3D1	Early
M00967_43_000000000-A3JHG_1_1113_18644_24962	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1113_18644_24962	149	F3D2	Early
M00967_43_000000000-A3JHG_1_1113_18644_24962	9	F3D3	Early
M00967_43_000000000-A3JHG_1_1113_18644_24962	8	F3D5	Early
M00967_43_000000000-A3JHG_1_1113_18644_24962	26	F3D6	Early
M00967_43_000000000-A3JHG_1_1113_18644_24962	8	F3D7	Early
M00967_43_000000000-A3JHG_1_1113_18644_24962	37	F3D8	Early
M00967_43_000000000-A3JHG_1_1113_18644_24962	23	F3D9	Early
M00967_43_000000000-A3JHG_1_2113_20783_5301	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1105_23740_10259	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2114_4298_19710	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2104_15684_7042	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1113_17833_23641	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2113_18085_11993	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2113_9583_13925	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2113_9583_13925	3	F3D147	Late
M00967_43_000000000-A3JHG_1_2113_9583_13925	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1101_17961_23432	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2109_10394_17608	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2108_18302_14612	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1108_19698_21996	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1105_25554_16982	24	F3D0	Early
M00967_43_000000000-A3JHG_1_1105_25554_16982	10	F3D1	Early
M00967_43_000000000-A3JHG_1_1105_25554_16982	2	F3D141	Late
M00967_43_000000000-A3JHG_1_1105_25554_16982	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1105_25554_16982	4	F3D143	Late
M00967_43_000000000-A3JHG_1_1105_25554_16982	2	F3D144	Late
M00967_43_000000000-A3JHG_1_1105_25554_16982	11	F3D146	Late
M00967_43_000000000-A3JHG_1_1105_25554_16982	8	F3D147	Late
M00967_43_000000000-A3JHG_1_1105_25554_16982	2	F3D148	Late
M00967_43_000000000-A3JHG_1_1105_25554_16982	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1105_25554_16982	38	F3D2	Early
M00967_43_000000000-A3JHG_1_1105_25554_16982	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1105_25554_16982	10	F3D5	Early
M00967_43_000000000-A3JHG_1_1105_25554_16982	31	F3D6	Early
M00967_43_000000000-A3JHG_1_1105_25554_16982	4	F3D7	Early
M00967_43_000000000-A3JHG_1_1105_25554_16982	17	F3D8	Early
M00967_43_000000000-A3JHG_1_1105_25554_16982	22	F3D9	Early
M00967_43_000000000-A3JHG_1_2104_11759_16153	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2113_21352_15666	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2113_21352_15666	1	F3D143	Late
M00967_43_000000000-A3JHG_1_2113_21352_15666	2	F3D144	Late
M00967_43_000000000-A3JHG_1_2113_21352_15666	3	F3D147	Late
M00967_43_000000000-A3JHG_1_2113_21352_15666	6	F3D148	Late
M00967_43_000000000-A3JHG_1_2113_21352_15666	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2113_21352_15666	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2113_21352_15666	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1112_5497_24301	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1109_17950_22790	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1104_12015_3840	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2101_6909_12719	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2101_6909_12719	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2112_22954_15571	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1103_22842_22813	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1103_22842_22813	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1103_22842_22813	3	F3D2	Early
M00967_43_000000000-A3JHG_1_2111_14544_23278	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1104_19441_6353	5	F3D0	Early
M00967_43_000000000-A3JHG_1_1104_19441_6353	9	F3D1	Early
M00967_43_000000000-A3JHG_1_1104_19441_6353	8	F3D141	Late
M00967_43_000000000-A3JHG_1_1104_19441_6353	6	F3D142	Late
M00967_43_000000000-A3JHG_1_1104_19441_6353	7	F3D143	Late
M00967_43_000000000-A3JHG_1_1104_19441_6353	4	F3D144	Late
M00967_43_000000000-A3JHG_1_1104_19441_6353	9	F3D145	Late
M00967_43_000000000-A3JHG_1_1104_19441_6353	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1104_19441_6353	29	F3D147	Late
M00967_43_000000000-A3JHG_1_1104_19441_6353	16	F3D148	Late
M00967_43_000000000-A3JHG_1_1104_19441_6353	13	F3D149	Late
M00967_43_000000000-A3JHG_1_1104_19441_6353	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1104_19441_6353	22	F3D2	Early
M00967_43_000000000-A3JHG_1_1104_19441_6353	4	F3D3	Early
M00967_43_000000000-A3JHG_1_1104_19441_6353	3	F3D5	Early
M00967_43_000000000-A3JHG_1_1104_19441_6353	8	F3D6	Early
M00967_43_000000000-A3JHG_1_1104_19441_6353	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1104_19441_6353	5	F3D8	Early
M00967_43_000000000-A3JHG_1_1104_19441_6353	6	F3D9	Early
M00967_43_000000000-A3JHG_1_2104_17227_9135	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1103_18369_27790	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1114_19529_17837	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2104_23034_13380	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2109_23522_9652	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1102_26308_14496	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1109_23085_25742	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1109_23085_25742	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2111_13819_4746	3	F3D145	Late
M00967_43_000000000-A3JHG_1_2111_13819_4746	2	F3D147	Late
M00967_43_000000000-A3JHG_1_2113_4525_9290	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2106_21459_16802	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2107_17498_8085	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2107_17498_8085	3	F3D145	Late
M00967_43_000000000-A3JHG_1_2107_17498_8085	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2107_17498_8085	3	F3D147	Late
M00967_43_000000000-A3JHG_1_2107_17498_8085	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2107_17498_8085	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2107_17498_8085	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2106_19379_4847	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1101_18143_13375	5	F3D0	Early
M00967_43_000000000-A3JHG_1_1101_18143_13375	4	F3D1	Early
M00967_43_000000000-A3JHG_1_1101_18143_13375	3	F3D141	Late
M00967_43_000000000-A3JHG_1_1101_18143_13375	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1101_18143_13375	5	F3D144	Late
M00967_43_000000000-A3JHG_1_1101_18143_13375	3	F3D145	Late
M00967_43_000000000-A3JHG_1_1101_18143_13375	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1101_18143_13375	9	F3D147	Late
M00967_43_000000000-A3JHG_1_1101_18143_13375	8	F3D148	Late
M00967_43_000000000-A3JHG_1_1101_18143_13375	14	F3D149	Late
M00967_43_000000000-A3JHG_1_1101_18143_13375	9	F3D150	Late
M00967_43_000000000-A3JHG_1_1101_18143_13375	8	F3D2	Early
M00967_43_000000000-A3JHG_1_1101_18143_13375	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1101_18143_13375	8	F3D5	Early
M00967_43_000000000-A3JHG_1_1101_18143_13375	12	F3D6	Early
M00967_43_000000000-A3JHG_1_1101_18143_13375	5	F3D7	Early
M00967_43_000000000-A3JHG_1_1101_18143_13375	6	F3D8	Early
M00967_43_000000000-A3JHG_1_1101_18143_13375	15	F3D9	Early
M00967_43_000000000-A3JHG_1_1106_20923_14281	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1112_27414_10900	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1102_3890_17221	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2103_25809_24518	16	F3D0	Early
M00967_43_000000000-A3JHG_1_2103_25809_24518	31	F3D1	Early
M00967_43_000000000-A3JHG_1_2103_25809_24518	27	F3D141	Late
M00967_43_000000000-A3JHG_1_2103_25809_24518	2	F3D142	Late
M00967_43_000000000-A3JHG_1_2103_25809_24518	4	F3D143	Late
M00967_43_000000000-A3JHG_1_2103_25809_24518	3	F3D144	Late
M00967_43_000000000-A3JHG_1_2103_25809_24518	2	F3D145	Late
M00967_43_000000000-A3JHG_1_2103_25809_24518	13	F3D146	Late
M00967_43_000000000-A3JHG_1_2103_25809_24518	20	F3D147	Late
M00967_43_000000000-A3JHG_1_2103_25809_24518	19	F3D148	Late
M00967_43_000000000-A3JHG_1_2103_25809_24518	22	F3D149	Late
M00967_43_000000000-A3JHG_1_2103_25809_24518	11	F3D150	Late
M00967_43_000000000-A3JHG_1_2103_25809_24518	42	F3D2	Early
M00967_43_000000000-A3JHG_1_2103_25809_24518	9	F3D3	Early
M00967_43_000000000-A3JHG_1_2103_25809_24518	15	F3D5	Early
M00967_43_000000000-A3JHG_1_2103_25809_24518	20	F3D6	Early
M00967_43_000000000-A3JHG_1_2103_25809_24518	6	F3D7	Early
M00967_43_000000000-A3JHG_1_2103_25809_24518	20	F3D8	Early
M00967_43_000000000-A3JHG_1_2103_25809_24518	21	F3D9	Early
M00967_43_000000000-A3JHG_1_1112_5319_20617	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1114_12644_14109	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1105_6908_19395	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1113_23986_14034	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1106_14915_20467	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1109_20522_22061	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1111_24289_9499	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2104_7819_20401	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1108_19974_13521	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1112_5526_15494	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1105_15500_1801	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1103_21051_5371	390	F3D0	Early
M00967_43_000000000-A3JHG_1_1103_21051_5371	185	F3D1	Early
M00967_43_000000000-A3JHG_1_1103_21051_5371	295	F3D141	Late
M00967_43_000000000-A3JHG_1_1103_21051_5371	142	F3D142	Late
M00967_43_000000000-A3JHG_1_1103_21051_5371	172	F3D143	Late
M00967_43_000000000-A3JHG_1_1103_21051_5371	256	F3D144	Late
M00967_43_000000000-A3JHG_1_1103_21051_5371	453	F3D145	Late
M00967_43_000000000-A3JHG_1_1103_21051_5371	218	F3D146	Late
M00967_43_000000000-A3JHG_1_1103_21051_5371	811	F3D147	Late
M00967_43_000000000-A3JHG_1_1103_21051_5371	518	F3D148	Late
M00967_43_000000000-A3JHG_1_1103_21051_5371	644	F3D149	Late
M00967_43_000000000-A3JHG_1_1103_21051_5371	341	F3D150	Late
M00967_43_000000000-A3JHG_1_1103_21051_5371	1050	F3D2	Early
M00967_43_000000000-A3JHG_1_1103_21051_5371	389	F3D3	Early
M00967_43_000000000-A3JHG_1_1103_21051_5371	234	F3D5	Early
M00967_43_000000000-A3JHG_1_1103_21051_5371	500	F3D6	Early
M00967_43_000000000-A3JHG_1_1103_21051_5371	382	F3D7	Early
M00967_43_000000000-A3JHG_1_1103_21051_5371	294	F3D8	Early
M00967_43_000000000-A3JHG_1_1103_21051_5371	424	F3D9	Early
M00967_43_000000000-A3JHG_1_1114_22494_17866	2	F3D2	Early
M00967_43_000000000-A3JHG_1_1110_17088_10563	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2106_16059_20423	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2106_16059_20423	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1103_25888_23585	2	F3D0	Early
M00967_43_000000000-A3JHG_1_1103_25888_23585	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1103_25888_23585	4	F3D141	Late
M00967_43_000000000-A3JHG_1_1103_25888_23585	2	F3D142	Late
M00967_43_000000000-A3JHG_1_1103_25888_23585	6	F3D143	Late
M00967_43_000000000-A3JHG_1_1103_25888_23585	2	F3D145	Late
M00967_43_000000000-A3JHG_1_1103_25888_23585	4	F3D146	Late
M00967_43_000000000-A3JHG_1_1103_25888_23585	6	F3D147	Late
M00967_43_000000000-A3JHG_1_1103_25888_23585	6	F3D148	Late
M00967_43_000000000-A3JHG_1_1103_25888_23585	25	F3D149	Late
M00967_43_000000000-A3JHG_1_1103_25888_23585	11	F3D150	Late
M00967_43_000000000-A3JHG_1_1103_25888_23585	17	F3D2	Early
M00967_43_000000000-A3JHG_1_1103_25888_23585	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1103_25888_23585	4	F3D5	Early
M00967_43_000000000-A3JHG_1_1103_25888_23585	5	F3D6	Early
M00967_43_000000000-A3JHG_1_1103_25888_23585	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1103_25888_23585	3	F3D8	Early
M00967_43_000000000-A3JHG_1_1103_25888_23585	7	F3D9	Early
M00967_43_000000000-A3JHG_1_1105_23153_7273	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1109_14610_28830	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2110_6116_13104	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2110_6116_13104	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2110_6116_13104	3	F3D149	Late
M00967_43_000000000-A3JHG_1_1110_8577_13143	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1107_24903_5978	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2101_22942_18205	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2111_16365_1730	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2107_12427_15408	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2104_24218_17682	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1101_20815_21052	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1101_6973_14783	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1112_21353_8415	1	F3D6	Early
