names	abundances	samples	treatments
M00967_43_000000000-A3JHG_1_1103_8900_10891	23	F3D9	Early
M00967_43_000000000-A3JHG_1_1113_23502_11596	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2102_17415_24873	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1112_24720_18347	2	F3D5	Early
M00967_43_000000000-A3JHG_1_1111_10939_17099	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2102_27520_15637	2	F3D0	Early
M00967_43_000000000-A3JHG_1_2102_27520_15637	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2102_27520_15637	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2102_27520_15637	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2102_27520_15637	2	F3D2	Early
M00967_43_000000000-A3JHG_1_2102_27520_15637	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2102_27520_15637	4	F3D6	Early
M00967_43_000000000-A3JHG_1_2102_27520_15637	3	F3D8	Early
M00967_43_000000000-A3JHG_1_2102_27520_15637	6	F3D9	Early
M00967_43_000000000-A3JHG_1_1103_7927_15626	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2110_7822_24159	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2103_20113_16810	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1106_11208_20468	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2106_9777_15013	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2106_9777_15013	2	F3D144	Late
M00967_43_000000000-A3JHG_1_2106_9777_15013	11	F3D146	Late
M00967_43_000000000-A3JHG_1_2106_9777_15013	9	F3D147	Late
M00967_43_000000000-A3JHG_1_2106_9777_15013	9	F3D148	Late
M00967_43_000000000-A3JHG_1_2106_9777_15013	11	F3D149	Late
M00967_43_000000000-A3JHG_1_2106_9777_15013	7	F3D150	Late
M00967_43_000000000-A3JHG_1_2106_9777_15013	4	F3D5	Early
M00967_43_000000000-A3JHG_1_2106_9777_15013	14	F3D6	Early
M00967_43_000000000-A3JHG_1_2106_9777_15013	9	F3D9	Early
M00967_43_000000000-A3JHG_1_1108_10061_3691	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1110_15641_10799	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2103_3688_9745	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1106_23059_17918	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1110_12295_19699	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1110_12295_19699	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1110_12295_19699	2	F3D142	Late
M00967_43_000000000-A3JHG_1_1110_12295_19699	4	F3D147	Late
M00967_43_000000000-A3JHG_1_1110_12295_19699	2	F3D148	Late
M00967_43_000000000-A3JHG_1_1110_12295_19699	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1110_12295_19699	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1110_12295_19699	2	F3D8	Early
M00967_43_000000000-A3JHG_1_1110_17713_26784	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1103_8412_8356	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1113_16596_16424	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1109_15029_15883	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1109_15029_15883	3	F3D1	Early
M00967_43_000000000-A3JHG_1_1109_15029_15883	2	F3D141	Late
M00967_43_000000000-A3JHG_1_1109_15029_15883	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1109_15029_15883	2	F3D144	Late
M00967_43_000000000-A3JHG_1_1109_15029_15883	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1109_15029_15883	2	F3D147	Late
M00967_43_000000000-A3JHG_1_1109_15029_15883	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1109_15029_15883	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1109_15029_15883	3	F3D2	Early
M00967_43_000000000-A3JHG_1_1109_15029_15883	2	F3D5	Early
M00967_43_000000000-A3JHG_1_1109_15029_15883	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1109_15029_15883	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1103_5754_14689	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1103_5754_14689	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1103_5754_14689	2	F3D142	Late
M00967_43_000000000-A3JHG_1_1103_5754_14689	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1103_5754_14689	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1103_5754_14689	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1103_5754_14689	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1103_5754_14689	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1103_5754_14689	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1110_13033_21990	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1110_13033_21990	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1110_13033_21990	3	F3D142	Late
M00967_43_000000000-A3JHG_1_1110_13033_21990	3	F3D147	Late
M00967_43_000000000-A3JHG_1_1110_13033_21990	2	F3D2	Early
M00967_43_000000000-A3JHG_1_1110_13033_21990	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2104_19605_13841	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2101_26706_7767	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1104_25277_11666	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1101_18278_3345	2	F3D0	Early
M00967_43_000000000-A3JHG_1_1101_18278_3345	1	F3D143	Late
M00967_43_000000000-A3JHG_1_2108_27497_14930	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1105_23929_25607	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1109_12129_4985	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1109_12129_4985	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1109_12129_4985	4	F3D6	Early
M00967_43_000000000-A3JHG_1_1109_12129_4985	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1109_12129_4985	2	F3D9	Early
M00967_43_000000000-A3JHG_1_2102_18322_3392	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1112_9943_15231	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1106_7344_20185	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1111_17207_6739	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2110_24147_19370	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1108_7641_20331	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1114_14259_12215	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1114_14259_12215	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1106_7651_17094	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2108_17213_14575	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1110_21850_8958	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2107_21370_16376	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1105_15090_18340	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1114_12965_2018	2	F3D2	Early
M00967_43_000000000-A3JHG_1_1106_20287_11044	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1106_20287_11044	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1104_15033_26207	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1108_14370_23848	2	F3D148	Late
M00967_43_000000000-A3JHG_1_1108_14370_23848	1	F3D3	Early
M00967_43_000000000-A3JHG_1_2114_4609_11919	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1108_15711_24740	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2103_9090_14716	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1103_26542_17589	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1103_26542_17589	2	F3D148	Late
M00967_43_000000000-A3JHG_1_1103_26542_17589	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1103_26542_17589	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1112_11343_21537	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1114_14693_26365	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2102_15542_26928	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2102_15542_26928	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1108_8714_18612	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1111_24706_13976	2	F3D141	Late
M00967_43_000000000-A3JHG_1_1111_24706_13976	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1113_18548_4292	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1106_15986_21920	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1110_6233_13348	2	F3D141	Late
M00967_43_000000000-A3JHG_1_1110_6233_13348	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1110_6233_13348	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1110_6233_13348	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1110_6233_13348	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1110_6233_13348	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1107_21038_8569	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2112_12287_24914	1	F3D143	Late
M00967_43_000000000-A3JHG_1_2105_25687_16182	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1114_9024_20163	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2110_17584_23187	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1102_9244_9305	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1106_5527_16685	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2110_23067_17619	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1105_14169_25963	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2109_10681_7135	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1110_10006_21831	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2112_18311_25065	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1112_11192_11762	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1112_11192_11762	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1112_11192_11762	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1112_11192_11762	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1112_11192_11762	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1112_11192_11762	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2112_4873_16721	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2107_13406_20132	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2111_9619_23737	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1113_4659_12375	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1113_11975_6040	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1114_16967_16702	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2109_14974_11618	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1104_5458_8163	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1112_23531_7580	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2107_19509_25673	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1103_24429_8227	24	F3D0	Early
M00967_43_000000000-A3JHG_1_1103_24429_8227	59	F3D1	Early
M00967_43_000000000-A3JHG_1_1103_24429_8227	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1103_24429_8227	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1103_24429_8227	74	F3D2	Early
M00967_43_000000000-A3JHG_1_1103_24429_8227	12	F3D3	Early
M00967_43_000000000-A3JHG_1_1103_24429_8227	31	F3D5	Early
M00967_43_000000000-A3JHG_1_1103_24429_8227	42	F3D6	Early
M00967_43_000000000-A3JHG_1_1103_24429_8227	18	F3D7	Early
M00967_43_000000000-A3JHG_1_1103_24429_8227	28	F3D8	Early
M00967_43_000000000-A3JHG_1_1103_24429_8227	45	F3D9	Early
M00967_43_000000000-A3JHG_1_2101_4117_14210	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1112_20297_3328	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1102_18759_22050	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1101_24095_14123	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1113_13987_16790	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1106_22881_7086	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1106_22881_7086	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2114_14273_14388	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2103_22136_18992	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1105_17706_11167	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2114_12741_23025	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1109_18126_7545	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1109_18126_7545	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1114_25590_23883	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1114_25590_23883	2	F3D148	Late
M00967_43_000000000-A3JHG_1_1104_19278_14733	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1104_19278_14733	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2113_21823_22689	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2113_21823_22689	3	F3D145	Late
M00967_43_000000000-A3JHG_1_1112_12844_3769	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2113_7165_8175	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2101_12238_5807	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1114_19795_28223	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1113_22462_8142	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1109_11123_13961	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2104_18261_8446	1	F3D143	Late
M00967_43_000000000-A3JHG_1_2107_7207_7404	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1107_6465_14196	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1107_6465_14196	2	F3D144	Late
M00967_43_000000000-A3JHG_1_1107_6465_14196	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1110_14717_26485	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1110_14717_26485	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1108_12037_3053	2	F3D0	Early
M00967_43_000000000-A3JHG_1_2111_5664_6671	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2111_5664_6671	2	F3D141	Late
M00967_43_000000000-A3JHG_1_2111_5664_6671	2	F3D145	Late
M00967_43_000000000-A3JHG_1_2111_5664_6671	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2111_5664_6671	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2111_5664_6671	3	F3D2	Early
M00967_43_000000000-A3JHG_1_2111_5664_6671	4	F3D5	Early
M00967_43_000000000-A3JHG_1_2111_5664_6671	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1108_10305_19494	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1103_24229_16660	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1105_22508_16792	5	F3D0	Early
M00967_43_000000000-A3JHG_1_1105_22508_16792	65	F3D1	Early
M00967_43_000000000-A3JHG_1_1105_22508_16792	7	F3D141	Late
M00967_43_000000000-A3JHG_1_1105_22508_16792	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1105_22508_16792	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1105_22508_16792	9	F3D146	Late
M00967_43_000000000-A3JHG_1_1105_22508_16792	9	F3D147	Late
M00967_43_000000000-A3JHG_1_1105_22508_16792	13	F3D148	Late
M00967_43_000000000-A3JHG_1_1105_22508_16792	30	F3D149	Late
M00967_43_000000000-A3JHG_1_1105_22508_16792	14	F3D150	Late
M00967_43_000000000-A3JHG_1_1105_22508_16792	52	F3D2	Early
M00967_43_000000000-A3JHG_1_1105_22508_16792	9	F3D3	Early
M00967_43_000000000-A3JHG_1_1105_22508_16792	42	F3D5	Early
M00967_43_000000000-A3JHG_1_1105_22508_16792	23	F3D6	Early
M00967_43_000000000-A3JHG_1_1105_22508_16792	5	F3D7	Early
M00967_43_000000000-A3JHG_1_1105_22508_16792	16	F3D8	Early
M00967_43_000000000-A3JHG_1_1105_22508_16792	25	F3D9	Early
M00967_43_000000000-A3JHG_1_2103_9222_10640	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1114_26942_22032	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1112_18485_9669	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1107_23853_7456	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2104_25789_8271	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1103_7754_25974	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1104_23236_5434	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2101_17292_21391	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2110_11932_12993	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1109_23081_16781	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2107_16534_14769	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1111_11535_25208	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2112_25256_24071	3	F3D2	Early
M00967_43_000000000-A3JHG_1_2104_23590_17131	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1107_18594_19714	98	F3D0	Early
M00967_43_000000000-A3JHG_1_1107_18594_19714	245	F3D1	Early
M00967_43_000000000-A3JHG_1_1107_18594_19714	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1107_18594_19714	6	F3D144	Late
M00967_43_000000000-A3JHG_1_1107_18594_19714	36	F3D146	Late
M00967_43_000000000-A3JHG_1_1107_18594_19714	22	F3D147	Late
M00967_43_000000000-A3JHG_1_1107_18594_19714	22	F3D149	Late
M00967_43_000000000-A3JHG_1_1107_18594_19714	16	F3D3	Early
M00967_43_000000000-A3JHG_1_1107_18594_19714	72	F3D6	Early
M00967_43_000000000-A3JHG_1_1107_18594_19714	97	F3D9	Early
M00967_43_000000000-A3JHG_1_1112_19376_17765	17	F3D0	Early
M00967_43_000000000-A3JHG_1_1112_19376_17765	18	F3D1	Early
M00967_43_000000000-A3JHG_1_1112_19376_17765	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1112_19376_17765	3	F3D142	Late
M00967_43_000000000-A3JHG_1_1112_19376_17765	3	F3D144	Late
M00967_43_000000000-A3JHG_1_1112_19376_17765	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1112_19376_17765	2	F3D146	Late
M00967_43_000000000-A3JHG_1_1112_19376_17765	8	F3D147	Late
M00967_43_000000000-A3JHG_1_1112_19376_17765	5	F3D148	Late
M00967_43_000000000-A3JHG_1_1112_19376_17765	29	F3D2	Early
M00967_43_000000000-A3JHG_1_1112_19376_17765	5	F3D3	Early
M00967_43_000000000-A3JHG_1_1112_19376_17765	8	F3D5	Early
M00967_43_000000000-A3JHG_1_1112_19376_17765	13	F3D6	Early
M00967_43_000000000-A3JHG_1_1112_19376_17765	6	F3D7	Early
M00967_43_000000000-A3JHG_1_1112_19376_17765	9	F3D8	Early
M00967_43_000000000-A3JHG_1_1112_19376_17765	9	F3D9	Early
M00967_43_000000000-A3JHG_1_1103_3710_21770	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2104_15567_14710	3	F3D148	Late
M00967_43_000000000-A3JHG_1_1109_21768_26571	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2108_4168_17142	5	F3D0	Early
M00967_43_000000000-A3JHG_1_2108_4168_17142	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2108_4168_17142	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2108_4168_17142	6	F3D145	Late
M00967_43_000000000-A3JHG_1_2108_4168_17142	3	F3D146	Late
M00967_43_000000000-A3JHG_1_2108_4168_17142	2	F3D147	Late
M00967_43_000000000-A3JHG_1_2108_4168_17142	3	F3D148	Late
M00967_43_000000000-A3JHG_1_2108_4168_17142	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2108_4168_17142	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2108_4168_17142	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2106_15738_17268	1	F3D143	Late
M00967_43_000000000-A3JHG_1_2106_15738_17268	3	F3D145	Late
M00967_43_000000000-A3JHG_1_2106_15738_17268	2	F3D147	Late
M00967_43_000000000-A3JHG_1_2106_15738_17268	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2106_15738_17268	2	F3D149	Late
M00967_43_000000000-A3JHG_1_2106_15738_17268	2	F3D150	Late
M00967_43_000000000-A3JHG_1_2106_15738_17268	5	F3D2	Early
M00967_43_000000000-A3JHG_1_2106_15738_17268	4	F3D3	Early
M00967_43_000000000-A3JHG_1_2106_15738_17268	2	F3D5	Early
M00967_43_000000000-A3JHG_1_2106_15738_17268	14	F3D6	Early
M00967_43_000000000-A3JHG_1_2106_15738_17268	12	F3D7	Early
M00967_43_000000000-A3JHG_1_2106_15738_17268	13	F3D8	Early
M00967_43_000000000-A3JHG_1_2106_15738_17268	12	F3D9	Early
M00967_43_000000000-A3JHG_1_1110_14609_6975	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2114_16946_3813	2	F3D0	Early
M00967_43_000000000-A3JHG_1_2114_16946_3813	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2109_17316_4550	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1105_9050_25130	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2111_27603_17495	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2111_27603_17495	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2112_3905_12418	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1106_26352_22378	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1106_17692_2367	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1103_28451_19405	2	F3D2	Early
M00967_43_000000000-A3JHG_1_2106_18053_21392	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2101_26453_14067	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1113_25390_24192	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1112_22961_17195	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2110_22037_7673	1	F3D143	Late
M00967_43_000000000-A3JHG_1_2103_7701_13077	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2103_7701_13077	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2103_7701_13077	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2103_7701_13077	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2103_7701_13077	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2103_7701_13077	2	F3D8	Early
M00967_43_000000000-A3JHG_1_2103_7701_13077	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2106_18324_28644	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1106_17680_15930	2	F3D146	Late
M00967_43_000000000-A3JHG_1_1103_2408_17510	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2106_5552_10582	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1104_14415_16643	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1113_18462_22624	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2114_4499_18914	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2108_23196_9131	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2105_8155_16465	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1110_17805_7443	2	F3D147	Late
M00967_43_000000000-A3JHG_1_1110_17805_7443	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1110_17805_7443	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2104_18459_1792	2	F3D145	Late
M00967_43_000000000-A3JHG_1_2104_18459_1792	3	F3D3	Early
M00967_43_000000000-A3JHG_1_2104_18459_1792	4	F3D5	Early
M00967_43_000000000-A3JHG_1_2104_18459_1792	6	F3D6	Early
M00967_43_000000000-A3JHG_1_2104_18459_1792	2	F3D9	Early
M00967_43_000000000-A3JHG_1_2102_15674_19713	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1107_12586_26826	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1108_15844_3660	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1114_3483_21724	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1102_22608_17863	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1104_17151_24507	1	F3D3	Early
M00967_43_000000000-A3JHG_1_2104_20074_25538	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2111_8291_8111	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2109_15602_23047	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1112_13372_27170	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1109_8693_13422	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1108_28526_15940	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1101_15683_17782	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2110_20054_3531	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2101_27541_14282	13	F3D0	Early
M00967_43_000000000-A3JHG_1_2101_27541_14282	5	F3D1	Early
M00967_43_000000000-A3JHG_1_2101_27541_14282	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2101_27541_14282	2	F3D144	Late
M00967_43_000000000-A3JHG_1_2101_27541_14282	3	F3D147	Late
M00967_43_000000000-A3JHG_1_2101_27541_14282	2	F3D148	Late
M00967_43_000000000-A3JHG_1_2101_27541_14282	3	F3D149	Late
M00967_43_000000000-A3JHG_1_2101_27541_14282	2	F3D150	Late
M00967_43_000000000-A3JHG_1_2101_27541_14282	6	F3D2	Early
M00967_43_000000000-A3JHG_1_2101_27541_14282	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2101_27541_14282	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2101_27541_14282	2	F3D7	Early
M00967_43_000000000-A3JHG_1_2101_27541_14282	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2101_27541_14282	5	F3D9	Early
M00967_43_000000000-A3JHG_1_1112_6862_18037	495	F3D0	Early
M00967_43_000000000-A3JHG_1_1112_6862_18037	340	F3D1	Early
M00967_43_000000000-A3JHG_1_1112_6862_18037	386	F3D141	Late
M00967_43_000000000-A3JHG_1_1112_6862_18037	242	F3D142	Late
M00967_43_000000000-A3JHG_1_1112_6862_18037	188	F3D143	Late
M00967_43_000000000-A3JHG_1_1112_6862_18037	340	F3D144	Late
M00967_43_000000000-A3JHG_1_1112_6862_18037	562	F3D145	Late
M00967_43_000000000-A3JHG_1_1112_6862_18037	269	F3D146	Late
M00967_43_000000000-A3JHG_1_1112_6862_18037	1307	F3D147	Late
M00967_43_000000000-A3JHG_1_1112_6862_18037	744	F3D148	Late
M00967_43_000000000-A3JHG_1_1112_6862_18037	769	F3D149	Late
M00967_43_000000000-A3JHG_1_1112_6862_18037	263	F3D150	Late
M00967_43_000000000-A3JHG_1_1112_6862_18037	3056	F3D2	Early
M00967_43_000000000-A3JHG_1_1112_6862_18037	830	F3D3	Early
M00967_43_000000000-A3JHG_1_1112_6862_18037	272	F3D5	Early
M00967_43_000000000-A3JHG_1_1112_6862_18037	895	F3D6	Early
M00967_43_000000000-A3JHG_1_1112_6862_18037	575	F3D7	Early
M00967_43_000000000-A3JHG_1_1112_6862_18037	230	F3D8	Early
M00967_43_000000000-A3JHG_1_1112_6862_18037	433	F3D9	Early
M00967_43_000000000-A3JHG_1_2111_4814_18702	1	F3D148	Late
